nameseq,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,label
MG772808,0.19919383710496952,0.19999656954874018,0.19999998832829458,0.19999999992017084,0.1999999999996881,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KY983586,0.1992098037545013,0.19999668022638084,0.19999998884084555,0.19999999992364412,0.19999999999970472,0.19999999999999857,0.19999999999999996,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0
KY829118,0.19919336308381413,0.19999662461407783,0.19999998878285116,0.19999999992148731,0.19999999999968457,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KY554967,0.19919357786642794,0.19999660929083402,0.1999999885538477,0.19999999992134773,0.19999999999968174,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KY554968,0.19919312505578948,0.1999966047833713,0.19999998851396728,0.19999999992104966,0.19999999999967832,0.19999999999999846,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KY554969,0.1991939252612517,0.19999662965726095,0.1999999888021465,0.19999999992144457,0.1999999999996843,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KY554970,0.1991928462383535,0.19999661973960778,0.19999998860403181,0.19999999992158726,0.19999999999968016,0.19999999999999846,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KY554971,0.1991910395129416,0.19999660918264794,0.19999998871196903,0.19999999992095507,0.19999999999968257,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KY674915,0.19919235609770605,0.19999660137180122,0.19999998861801935,0.1999999999222893,0.19999999999968537,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KY674916,0.19919464634238995,0.19999662123410636,0.19999998861136,0.19999999992124134,0.1999999999996805,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KX179494,0.19918074114270456,0.199996548345166,0.19999998953747922,0.19999999994627135,0.19999999999973633,0.19999999999999749,0.1999999999999999,0.2,0.2,0.2,0.2,0.2,0
KX179497,0.19954951758740266,0.19999886859291335,0.1999999973997472,0.19999999998591597,0.19999999999992696,0.1999999999999974,0.19999999999999984,0.19999999999999996,0.2,0.2,0.2,0.2,0
KX179499,0.19954660918593195,0.199998849939845,0.1999999973896216,0.1999999999858249,0.19999999999992685,0.1999999999999974,0.19999999999999984,0.19999999999999996,0.2,0.2,0.2,0.2,0
KX179500,0.19919385908092307,0.19999660781981715,0.19999998849405656,0.19999999992001177,0.19999999999967957,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KU521535,0.19919223915085624,0.1999965969281084,0.1999999884222492,0.19999999992002548,0.19999999999967943,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KT381875,0.19919308127806978,0.1999965978800228,0.1999999884294381,0.1999999999200709,0.1999999999996796,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KT266906,0.19919314530591783,0.19999656242186156,0.1999999883451972,0.199999999921245,0.19999999999968662,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KF530104,0.1991929196335529,0.19999659721805804,0.19999998870296437,0.19999999991878523,0.1999999999996688,0.19999999999999843,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KF530105,0.19919609134367283,0.19999662026477738,0.19999998872627267,0.19999999992103148,0.1999999999996841,0.19999999999999848,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KF530106,0.19919170288490387,0.19999651302090307,0.1999999883011373,0.1999999999161379,0.19999999999966203,0.1999999999999984,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KF530107,0.19919369467853076,0.19999661084222026,0.19999998876812475,0.1999999999189094,0.19999999999967188,0.19999999999999843,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KF530108,0.1991935894383192,0.19999660929591812,0.19999998878831152,0.1999999999191098,0.19999999999967233,0.19999999999999843,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KF530109,0.19919451683199374,0.19999660991824628,0.19999998878707892,0.19999999991907733,0.1999999999996683,0.1999999999999984,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KF530110,0.19918774441877396,0.19999657645186236,0.1999999886164181,0.19999999991893386,0.19999999999967488,0.19999999999999846,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KF530111,0.19919448718535912,0.199996606843366,0.1999999887860366,0.19999999991870557,0.1999999999996691,0.19999999999999843,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KF530112,0.19919808923658522,0.19999661830076854,0.199999988757675,0.19999999992505804,0.1999999999997038,0.1999999999999986,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KF530113,0.1991933631437628,0.19999660427155372,0.1999999887582128,0.19999999991855685,0.19999999999966514,0.19999999999999843,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
KF530114,0.1991940327089388,0.19999660555877175,0.19999998874925018,0.1999999999183464,0.19999999999966525,0.19999999999999843,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JX504050,0.19919167417120162,0.1999965933029606,0.19999998862234847,0.19999999992058978,0.1999999999996824,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JX524171,0.19919464959820243,0.1999965808364118,0.1999999884494135,0.19999999992074569,0.1999999999996783,0.19999999999999843,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JX104161,0.1991946412038888,0.1999965953436365,0.1999999885070458,0.19999999992144676,0.19999999999968313,0.19999999999999848,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765563,0.19919881007673854,0.19999663945360632,0.19999998879842507,0.19999999992364492,0.1999999999996952,0.19999999999999857,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765564,0.19919920876179412,0.19999661785983186,0.19999998867838875,0.19999999992357992,0.1999999999996934,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765565,0.19919460197664807,0.19999660482926898,0.19999998859556148,0.19999999992235182,0.1999999999996935,0.19999999999999854,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765566,0.19919490227722197,0.1999966364545958,0.1999999886395427,0.19999999992128092,0.19999999999968796,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765567,0.19919525858992812,0.19999663164700998,0.19999998861421342,0.19999999992026196,0.19999999999968235,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765568,0.19919824157844487,0.19999665531658725,0.19999998892743304,0.19999999992325115,0.19999999999969326,0.19999999999999857,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765569,0.19919627848812904,0.19999661182561077,0.1999999886945174,0.19999999992335796,0.1999999999996966,0.19999999999999857,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765570,0.19919908102948988,0.19999661593366597,0.19999998871358057,0.1999999999231572,0.1999999999996932,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765571,0.19919813549436793,0.19999666462364168,0.1999999889549627,0.19999999992353895,0.19999999999969004,0.19999999999999854,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765572,0.1991984416874921,0.1999966678012535,0.19999998895146287,0.19999999992339731,0.19999999999968995,0.19999999999999854,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765573,0.19919634513038012,0.19999663526138595,0.199999988699343,0.19999999992094455,0.19999999999968296,0.19999999999999848,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765574,0.1991969287010984,0.1999966491431104,0.19999998890567147,0.199999999922298,0.19999999999969234,0.1999999999999986,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
JQ765575,0.19919595654580252,0.19999663469866782,0.1999999888227429,0.19999999992196507,0.19999999999968743,0.1999999999999985,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0
MN306036,0.19948895125586408,0.19999858601456752,0.19999999605514046,0.19999999998543128,0.19999999999994256,0.19999999999999904,0.19999999999999948,0.19999999999999962,0.19999999999999973,0.19999999999999984,0.19999999999999987,0.19999999999999993,0
MN306041,0.19947233004570267,0.1999985459230201,0.19999999596856702,0.1999999999850909,0.19999999999994195,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
MN306042,0.19947273129750848,0.19999854640267978,0.19999999596885099,0.1999999999850866,0.19999999999994217,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
MN306043,0.19947257090065107,0.19999854338705816,0.1999999959137303,0.1999999999845818,0.19999999999994056,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
MN306053,0.19947458236983281,0.19999855301376313,0.19999999600728577,0.19999999998527018,0.19999999999994267,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
MN310476,0.1994692008630514,0.19999853046538807,0.19999999588156947,0.19999999998452642,0.19999999999994014,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
MN310478,0.19951883939238546,0.1999986862832226,0.19999999637392651,0.1999999999850942,0.1999999999985931,0.19999999999875584,0.1999999999988597,0.199999999998956,0.1999999999990455,0.19999999999912846,0.19999999999920534,0.199999999999265,0
MN026164,0.19947533265366615,0.1999985615982044,0.19999999601053686,0.1999999999853127,0.1999999999999428,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
MH121121,0.1994753982882781,0.19999855975465372,0.19999999599604537,0.19999999998513807,0.19999999999994256,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
MG977451,0.19947251172812538,0.19999854227013636,0.19999999592916867,0.199999999984941,0.1999999999999417,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
MG977452,0.19948248119789683,0.19999857802614862,0.19999999607237717,0.19999999998548484,0.1999999999999429,0.19999999999999962,0.1999999999999999,0.19999999999999993,0.19999999999999993,0.19999999999999993,0.19999999999999993,0.19999999999999996,0
MF314143,0.1994741537741247,0.1999985461484999,0.19999999595568638,0.19999999998505447,0.19999999999994336,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY014281,0.19947531223934226,0.19999855727535454,0.19999999606030572,0.19999999998526422,0.19999999999994522,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KY014282,0.19947770603333992,0.1999985641040898,0.199999996014186,0.1999999999852802,0.1999999999999442,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
MF374983,0.19947344706886802,0.1999985447046064,0.1999999959354111,0.19999999998493923,0.19999999999994125,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
MF374984,0.19947970326677097,0.19999857162516338,0.1999999960133533,0.19999999998519383,0.19999999999994267,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
MF374985,0.19947418191369143,0.19999855805458358,0.19999999598209203,0.19999999998514284,0.1999999999999427,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY983583,0.19947297831196492,0.19999855246104462,0.19999999596359055,0.19999999998498488,0.19999999999994217,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY983585,0.19947409933061958,0.19999856003707822,0.19999999598385843,0.19999999998507967,0.19999999999994278,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KY983588,0.19947127027456202,0.1999985455889291,0.199999995911907,0.19999999998479592,0.19999999999994142,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY967356,0.19947850013494353,0.19999856213088768,0.19999999597930018,0.19999999998517606,0.19999999999994264,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY967358,0.1994725223622865,0.19999855227902333,0.19999999595237028,0.19999999998497453,0.19999999999994228,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY967359,0.19947631254086695,0.19999856480159217,0.19999999599454077,0.19999999998514992,0.19999999999994306,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KY967360,0.19947335304101155,0.19999854512625304,0.19999999595373474,0.1999999999849279,0.1999999999999425,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY967361,0.1994795944890662,0.19999857479042982,0.1999999960260035,0.19999999998530274,0.1999999999999433,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY554972,0.1994731882938697,0.1999985492441303,0.19999999596143592,0.19999999998502477,0.19999999999994295,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KY554973,0.19947360518907928,0.19999855033633696,0.19999999596365697,0.19999999998503815,0.19999999999994297,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KY554974,0.19947478227601056,0.1999985562809319,0.1999999959737125,0.19999999998514204,0.19999999999994303,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KY554975,0.19947473174206995,0.19999855641073816,0.1999999959636829,0.19999999998507156,0.19999999999994275,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY674917,0.19947120022199283,0.19999854317511345,0.19999999593168583,0.19999999998489804,0.19999999999994203,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY674918,0.1994696839663467,0.1999985364191238,0.19999999589871786,0.19999999998473514,0.19999999999994167,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY674920,0.19947425869934624,0.1999985536310448,0.19999999596394435,0.1999999999850905,0.19999999999994278,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY684759,0.1994735020075965,0.19999855899339236,0.1999999959765173,0.1999999999850487,0.1999999999999423,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538964,0.19947359280870725,0.1999985483527361,0.19999999596690154,0.1999999999850204,0.19999999999994242,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538965,0.1994756905916425,0.19999855509205947,0.19999999598856488,0.19999999998509624,0.19999999999994356,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538966,0.19947362377357836,0.19999854732469036,0.19999999594826134,0.1999999999850324,0.19999999999994258,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538967,0.19947494832209825,0.1999985530887814,0.1999999959712771,0.19999999998502394,0.199999999999943,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538968,0.19947509323925422,0.19999855482505707,0.1999999959910651,0.199999999985072,0.19999999999994314,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538969,0.19947501829029757,0.1999985548429554,0.19999999598708887,0.19999999998501772,0.199999999999943,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538970,0.19947357821637784,0.19999854906105852,0.19999999595705512,0.19999999998500037,0.199999999999942,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538971,0.19947558462159598,0.19999855843050462,0.19999999600321122,0.1999999999852093,0.19999999999994428,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538972,0.19947411663567424,0.19999855070532063,0.19999999596571438,0.1999999999850156,0.19999999999994209,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538973,0.19947513900693345,0.19999855282709145,0.19999999598055396,0.19999999998510226,0.1999999999999432,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538974,0.19947525572790495,0.19999855436052955,0.19999999598525492,0.19999999998510182,0.19999999999994336,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538975,0.19947504742077857,0.1999985558176138,0.19999999597990412,0.1999999999850133,0.1999999999999429,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538976,0.1994751129056234,0.19999855419978418,0.19999999598386042,0.19999999998510726,0.19999999999994295,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538977,0.19947525572790495,0.19999855321197013,0.19999999597864787,0.1999999999850238,0.1999999999999426,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538978,0.19947365226450053,0.19999854724326402,0.19999999594774487,0.19999999998499463,0.1999999999999423,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KX538979,0.19947353433834755,0.19999854710393428,0.19999999594545664,0.19999999998499002,0.19999999999994206,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY369905,0.1994719922572815,0.19999854883573642,0.19999999594517737,0.1999999999849147,0.19999999999994203,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY369906,0.1994742717099686,0.19999855714845405,0.19999999597294615,0.19999999998512918,0.19999999999994275,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KY369907,0.19947490395630108,0.19999855829221125,0.19999999597636434,0.19999999998510415,0.19999999999994278,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KX344031,0.19947471033292344,0.1999985517029082,0.1999999959771003,0.19999999998506768,0.19999999999994356,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KU131570,0.19947227491016845,0.1999985328667044,0.19999999588522574,0.19999999998459905,0.19999999999994036,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KF923886,0.19947804178737308,0.19999857351466033,0.19999999604106167,0.19999999998518106,0.19999999999994433,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KF923887,0.19947401740620171,0.1999985649116943,0.19999999603296198,0.1999999999850518,0.1999999999999416,0.19999999999999973,0.2,0.2,0.2,0.2,0.2,0.2,0
KF923889,0.19947727365745502,0.19999857103039598,0.19999999606266317,0.19999999998534027,0.19999999999994356,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
KF923890,0.19947586696258557,0.1999985617314298,0.19999999601131616,0.1999999999851627,0.19999999999994347,0.19999999999999976,0.2,0.2,0.2,0.2,0.2,0.2,0
